,ID,Is_Lead
22435,NSFBPD8Z,0
22436,GL8MXW6Z,1
22437,9EGDSPZA,1
22438,MTVHAGKD,1
22439,PRZWMQVY,0
22440,53MM5VZK,0
22441,DFEXN4SJ,0
22442,MF6AWDNN,1
22443,GPXJGXCV,0
22444,MVDLYWRD,1
22445,CZSQRH7X,0
22446,IMFCGTRF,0
22447,ASQURUU4,0
22448,HNXWBAQF,0
22449,YZTAUCWW,0
22450,6NK852GG,0
22451,2ANA3R8T,0
22452,2YSKZRWN,0
22453,GLLG5ZOX,1
22454,HMF2UQ8Q,0
22455,SYKKNWXG,0
22456,K7DHHKNN,0
22457,B6SWWVKG,1
22458,9MVAGGFG,0
22459,PRCYW8DM,1
22460,OTPCMVFK,0
22461,VYANHRPZ,1
22462,PRQ5MPCS,0
22463,XDGP7BYD,0
22464,FAZNWGIT,0
22465,FIIJTQMA,0
22466,XUDTDEYD,0
22467,BXZQIJPK,0
22468,VFGJ7GPT,1
22469,8JYFZ37E,0
22470,PTPDT346,0
22471,SDQRJPG5,1
22472,LNWSUCEJ,0
22473,TXPYXE4X,1
22474,VBKAFEYV,0
22475,7ERTBDTR,1
22476,DLGRGMMV,1
22477,AQPVKDAM,0
22478,WYGXF29Z,1
22479,DRDNFTAP,1
22480,SR2MY7V7,0
22481,JHGZQUZY,0
22482,GCJZDNF2,1
22483,LUVC7TVA,0
22484,8CORSIMC,0
22485,NNGS3JFS,0
22486,RMQRMPGG,1
22487,F93U2MOP,0
22488,T9LURJKM,1
22489,EXSUNW6H,0
22490,CCMK36N2,1
22491,8AMKYV5U,0
22492,YZBPZP53,0
22493,87CUSMOG,0
22494,YEREMFYQ,0
22495,63EB3R7V,0
22496,USHFVWEL,0
22497,P8JQM3H8,0
22498,Y44RFNYC,0
22499,Z8KCYFLQ,0
22500,YOQXNNFX,1
22501,27ZNEZOC,0
22502,BGUGRALY,0
22503,AZKMDUDI,0
22504,AWSUJO7Y,0
22505,AGUFDK9C,1
22506,FGU3LZHS,0
22507,CJYZAXXF,0
22508,ULQSP3QN,1
22509,Q57DEUQI,0
22510,E9SGXFAO,0
22511,CTPRANGU,0
22512,HPFGFND3,0
22513,GTZ2GP42,0
22514,HQGQ8UVJ,0
22515,UTIMUYLK,0
22516,B5ZQHDUY,1
22517,NYZB836Y,1
22518,ORZVP2YD,0
22519,6VIIROJY,0
22520,NBCPEHRA,0
22521,FF3SPZR3,0
22522,D3QXUJZQ,0
22523,SVP56CMS,0
22524,CHSVHY5Y,0
22525,5APROOXA,0
22526,VHHETTWE,0
22527,FSGQMVZV,0
22528,LAJFSLU7,0
22529,HWQKMCHS,0
22530,8NUZB3HG,0
22531,DAMCFBXF,1
22532,HU97Y5PM,0
22533,CZ3TZJ6Z,0
22534,KC3YNTPV,0
22535,XHSMEPJA,1
22536,INXVR3T5,1
22537,MRG8JAQH,0
22538,BPNJYNPM,0
22539,UTRTLA5H,0
22540,FKTBR6ZH,0
22541,WVMYACUD,0
22542,X2JHK29G,0
22543,3YYBFTGB,0
22544,QX6ZIDHD,0
22545,4NR4XBTS,0
22546,4O77BTQU,0
22547,CUC6EC6W,1
22548,NFZDGFAF,0
22549,HF9YIGY3,0
22550,5CEQRXCA,1
22551,5JFFQSKE,0
22552,6CTWPRDN,1
22553,8NFPYKDY,0
22554,BSSZ9HL8,0
22555,FPRYTQ6U,1
22556,U6YRDHVL,0
22557,3PMMORKY,0
22558,4PRB2RYF,0
22559,9A5OCPKH,0
22560,M9ATXJM9,0
22561,CS9EBQCV,0
22562,FZGTJ53F,0
22563,9ZNJ9TMK,0
22564,OKBJDM44,0
22565,MJAZPTYK,1
22566,GYSPQXSS,0
22567,QRCM4QSQ,0
22568,CCUFLWXY,1
22569,NXJGRHDX,0
22570,ECPJU5MC,1
22571,RCYXA7DG,1
22572,PDEOR5RC,0
22573,BGCBQPCU,1
22574,7DNQQ84G,1
22575,TMPLGCE6,0
22576,NNNQ7GVF,0
22577,AW6BRZTM,0
22578,IUJEC9TG,0
22579,JQZXGQ4U,0
22580,NJH2XUUE,0
22581,ZPEYRFEP,1
22582,GQDXRLKN,0
22583,TTJYNW5W,0
22584,HNDIDWRZ,0
22585,HVFMJVS2,1
22586,HCVCBN57,0
22587,AMNOW6IQ,1
22588,BFHC63RE,0
22589,2FEMBCVL,1
22590,MWBK3ABS,0
22591,XM55UQS3,0
22592,2GLXETDK,0
22593,WOB3ADQQ,0
22594,7HO3DN97,0
22595,M9ZRNY7H,1
22596,C2DCKEJN,1
22597,MJS5T9CM,0
22598,HKEVFFNQ,0
22599,NQLNXUFQ,0
22600,CXY4AMZP,1
22601,HCXVJYRX,0
22602,Z465MRWK,1
22603,RHBTAXCV,1
22604,V4NKN6EY,0
22605,VYJBX3UP,0
22606,CJIHE34D,0
22607,D5LHKHB4,0
22608,DAYQSAAO,1
22609,IU9EVY6U,0
22610,UJG3C2W2,0
22611,DDAUKYHH,0
22612,WZXMWZD2,0
22613,JHUFNZTG,0
22614,NITFIMHJ,0
22615,DBQWGHLE,1
22616,N8TH8D3N,0
22617,QYYVXZRM,1
22618,8JHNRX4U,1
22619,AXZE2CU8,0
22620,XUM8SZ9W,0
22621,5JKXFKDH,1
22622,ZTKR3SZN,0
22623,5S4XY2B5,0
22624,Q4TNUBMY,1
22625,AQEEHR3S,0
22626,UWMFPXTG,0
22627,GE23GGQS,0
22628,EFXTNIOC,1
22629,GWLJLWY5,0
22630,PGGVEU5L,0
22631,XRG4TGZU,0
22632,HFZN4LGX,0
22633,ENAYRPH4,0
22634,A2DKPLXI,1
22635,MSO6QA6W,0
22636,DNMP3QGM,1
22637,HKSBDJCA,1
22638,ZVXVTAZO,1
22639,FPDWNZJB,0
22640,W5AWM8H3,0
22641,HHH6EUIT,1
22642,UQ7BGQUS,0
22643,HXADSPB7,0
22644,HDJ2QIVX,1
22645,UABHNBWB,1
22646,5ZFUZY3J,0
22647,WXR2DGU2,1
22648,ZDJHEBCI,0
22649,QBTGPLG9,1
22650,SQMY2ALE,0
22651,IJCWQINP,0
22652,TMWZAJKJ,0
22653,XHPAM6GD,1
22654,8PZ49JRG,0
22655,CNJQAYQM,0
22656,TYMA3ITR,0
22657,3DT5IQNY,1
22658,DUTHEBCV,0
22659,A9I8ZCKB,0
22660,MUH7SEKM,0
22661,L2P7EZJC,0
22662,JJ7CNCHM,1
22663,JGB6RKX8,0
22664,LG8689BZ,0
22665,PEUD9EZH,0
22666,9VHQHFFY,0
22667,KRTH4PYC,0
22668,JGY2OLPN,0
22669,W7GTKMQW,0
22670,B6DVDXMY,0
22671,6STQQFSM,0
22672,JEQWKSYT,0
22673,FMU3UYPH,0
22674,5OCCK6JX,0
22675,BKBZ4KWK,1
22676,UWEEXCJE,0
22677,PC8MBCZK,0
22678,I8NCFW4A,1
22679,AGHMTKMD,0
22680,56N4UF4L,0
22681,KFPBMATW,1
22682,CD7RWB3C,0
22683,B7TUUIJO,1
22684,H6TYAWWN,0
22685,5XOXWXAA,0
22686,BI6ENBNS,0
22687,CAMDNHEO,0
22688,ED7Q2CAY,0
22689,5ZX28RQJ,0
22690,NGQPQLL7,0
22691,YGCNKMBT,0
22692,7QREAYG5,0
22693,ALDPOJCG,0
22694,CMFKVQR2,0
22695,ZENVQTGA,0
22696,QUJ96KK2,0
22697,3ROM5PWN,0
22698,5HWCM5LG,1
22699,2KUJWAKE,1
22700,LRWQPC7F,0
22701,H3QMHREF,1
22702,A5VEGCBY,1
22703,MHBJBBMJ,0
22704,FZJH4VHD,0
22705,RLDUFUGF,1
22706,QZQMW5LU,1
22707,JFEZYVCK,0
22708,EUHC5UKU,0
22709,JKBYTIHQ,0
22710,A8KHUAYQ,0
22711,GNVVDX2J,0
22712,BDQJYFME,0
22713,KRSSXPXU,0
22714,34GWDB6T,1
22715,SYWFB6AH,0
22716,5YGNWNW6,0
22717,ZFTPC682,0
22718,ZQVZR268,0
22719,GWFERCLK,0
22720,GWQPMYCK,0
22721,ZG6H8BDC,1
22722,G5Y5RSSQ,0
22723,7BD8NVVR,0
22724,6JZJ6RDY,1
22725,DJAVH3NZ,1
22726,PYCRQOGN,0
22727,ELKTFZYX,0
22728,SUMAWQOU,0
22729,QABYJLOH,1
22730,CBYC2M8M,0
22731,GVTKZVXK,1
22732,J7QHSZ7K,0
22733,KRCPCXBB,0
22734,K8UDX7SU,0
22735,TXTM4QKV,0
22736,85IJCJ8U,0
22737,AMP3QFQ5,0
22738,ZPQDJQTE,0
22739,3V8TN9TR,1
22740,ABK2PARG,0
22741,MN3KVILG,0
22742,WW9LAWXH,0
22743,NH9YPSX6,0
22744,8WNZNQGE,0
22745,5X6Z7AXV,0
22746,YL3DZR7E,0
22747,CXJ858CU,0
22748,DAE2S9UA,0
22749,XVDULMBB,0
22750,SXM4WYTM,0
22751,6FC8RDST,0
22752,S98MHLFD,0
22753,U449AGRT,0
22754,RM9ZS8M6,0
22755,NBYS35QR,0
22756,MOSYJMSR,1
22757,HZMMGFAK,0
22758,F8JYQQVW,0
22759,JTFQJUZS,0
22760,FR6M6ODU,0
22761,RGBGCMQD,0
22762,XYWNKVVM,0
22763,NWCRPMXO,0
22764,AKUKMNKG,1
22765,W6RF8CN9,0
22766,APWUTUHF,0
22767,FEQFXMEX,0
22768,BWRVWHGC,0
22769,5CIP3DML,0
22770,EUVANSED,0
22771,37JZIWHJ,0
22772,RG4SZ4HM,0
22773,RRCWBGOF,0
22774,FSS4NFWG,0
22775,6SQVGITT,0
22776,YS48QPG4,1
22777,AD2Q5W2R,0
22778,X6HWIZVY,0
22779,HPT7XCW8,1
22780,6GGWWPRK,1
22781,8Y5M8Q4A,0
22782,FAHVHHVL,0
22783,YUPT9V9Q,0
22784,BXEC7URH,0
22785,WNKPRHMI,0
22786,AV6XRFVU,0
22787,9RWASJAP,1
22788,EAUJGUT2,0
22789,AAATAZ4X,1
22790,JBENBTYD,0
22791,C58A6ESA,1
22792,BCCWULBY,0
22793,EERSYGRE,1
22794,KMRPJK6J,0
22795,VDJZFF6H,0
22796,ADBJ5KAG,0
22797,TSMBFL59,1
22798,KZ8JK6NH,0
22799,ZHVSBKPE,0
22800,RAAYQRT2,0
22801,IBMTKQ7A,0
22802,CB6PEBNX,0
22803,AGA358XU,0
22804,EYAT5OFZ,1
22805,DQKNZRHA,0
22806,NQ96Z3F9,0
22807,YVODXRO4,0
22808,MTJ9U3W3,0
22809,CPBIARAU,0
22810,FBVSOFUR,0
22811,4CEVH4MN,0
22812,K8PD2EWX,0
22813,OYWXOG5L,1
22814,EAQRMFP9,1
22815,38DNVSJE,0
22816,SPBKCZZP,0
22817,DSKCDIZR,0
22818,N54YMVAA,0
22819,AHS45LF9,0
22820,P3OQEFU2,0
22821,YJLMYTVX,1
22822,GZUQJLAC,0
22823,FPVHQJ9U,0
22824,8VBDGK6C,0
22825,HMMAVBJB,0
22826,JQC65RG9,0
22827,XPZJ5KDU,0
22828,ZABEEVJP,0
22829,SEIVICRF,0
22830,A84ASJN7,0
22831,CJERASZZ,0
22832,GBKYYAQZ,0
22833,H7Q72DJM,0
22834,3RRKXFFZ,0
22835,V6WPPKUB,0
22836,5ZGNFH4M,0
22837,DJFGR4HT,0
22838,5NAA2FCK,0
22839,N56X9GGT,0
22840,7PYRKGMG,0
22841,AEJ4F4TU,0
22842,ZCAAPLAO,1
22843,TSYDJRN6,0
22844,58Z4NJSK,0
22845,GMI6JZVU,0
22846,FZJVRHX3,0
22847,ZJCPPKYF,0
22848,DF3ZRNEQ,0
22849,VF3EFNX6,0
22850,RNHQUR8T,0
22851,BPPZG8HH,0
22852,9IS8PFDW,1
22853,FXLZPC6T,1
22854,NWNWDBT7,0
22855,H93QQOW5,0
22856,BWRFVAHS,0
22857,CEOSATQV,1
22858,5LUAXPP8,1
22859,YAKUDT27,0
22860,HOTASZVQ,0
22861,CXIDZIJT,0
22862,VOHUUU4Q,0
22863,O2PNOOVV,1
22864,9KDST6L2,0
22865,HRHE8UPV,0
22866,ADXBAPIN,0
22867,S7OPXYCK,1
22868,ZPYXBU3R,1
22869,CABK2CHC,0
22870,GHK2NF3D,0
22871,R5QARXQ8,0
22872,7R6NCKHS,0
22873,LSZWFKJP,0
22874,7UYPASLJ,0
22875,YQZSSD9X,0
22876,4XR74QDH,0
22877,NAWN5HLG,0
22878,MJUSRIGN,0
22879,DQDRD8II,0
22880,XBCSD6GU,0
22881,NDE6XVBU,0
22882,ZRV7ABH7,0
22883,HNXBHPFE,0
22884,EW5Y6TLR,0
22885,NDUC5ZJJ,0
22886,VFFT5AZ6,0
22887,JRUGJRSF,1
22888,32VHDJMM,0
22889,T6YKKET7,0
22890,PSZQP3HJ,1
22891,R3ESCDZW,1
22892,DYUTVAIK,0
22893,LJSPYFUK,1
22894,HVCUHLW3,0
22895,7JVFXKFP,0
22896,FUFRSKQR,1
22897,NPBE8T8A,1
22898,AMSEDVS7,0
22899,P93FBDKS,0
22900,JLZBKXXZ,1
22901,VS3RPSVY,0
22902,GW43QSJG,0
22903,LUXZAHRN,0
22904,N2NEBEHD,0
22905,SPGKEULT,0
22906,WH9ECYPH,0
22907,NETUZVOW,0
22908,WJXS93CR,0
22909,ECEKCWMX,1
22910,4KURZVVW,0
22911,6ICTYUNL,0
22912,MHDKNO8I,0
22913,NU96VSKT,0
22914,BY6QWZNK,0
22915,5YSPTCAS,0
22916,9XNTWGAD,1
22917,CSPEKHOZ,0
22918,GBVSV9WU,0
22919,J8U24SZI,0
22920,FARLEQD2,0
22921,ZTFJGGQO,0
22922,PKHPEXUK,0
22923,USKPSWKU,1
22924,VDCERYGH,0
22925,OAHERIHJ,1
22926,LEJAAH46,0
22927,W8DMF5ZB,0
22928,CCMAFERB,0
22929,GCJMKWR3,0
22930,FAEQWBBV,0
22931,DRNDWNVY,0
22932,AOO7NIKH,0
22933,XNSBKRXW,1
22934,VTBHATDD,0
22935,DF7EDIPE,0
22936,YVPE3A5Q,0
22937,R3KNTTBC,0
22938,YB6NW3MW,0
22939,L2NNHM86,0
22940,9GNRX5DX,1
22941,ZVPYD68D,0
22942,ABNZJMBU,0
22943,3F7KCV2D,0
22944,KG6KDKP7,0
22945,GDZKQ2KW,0
22946,JMGDBKJZ,0
22947,DQPH2VWE,1
22948,F5LDBTGV,0
22949,SRBY8RQH,0
22950,4AIVOT45,0
22951,QE79MYFP,0
22952,KSRO3MWT,0
22953,A9EHBHVB,0
22954,GAQPFADR,0
22955,JZZWOEW9,0
22956,SPPP7CSE,0
22957,UTBJDZ9N,1
22958,JITBX2XV,0
22959,ARCED9C9,0
22960,Z3WRCHB8,1
22961,EVVA8WGW,0
22962,V59PLPPU,0
22963,3VPMZZAD,1
22964,ZHPEZGH9,1
22965,QSBTEDK6,1
22966,B5VVTXMA,0
22967,GX8KP6XV,0
22968,SDTUXINX,0
22969,9Y9X4IWN,1
22970,GW2PACUY,0
22971,UEWCCWYF,0
22972,D6VFI7CQ,0
22973,MTXVRRZN,0
22974,2Q5C2JSC,0
22975,ZWAGJDDH,0
22976,UCMN58VP,0
22977,M6C9YIGB,0
22978,WKXDUEVC,0
22979,9U7WEKWK,1
22980,CQADLWRN,0
22981,K3IMW9ZB,0
22982,VZDDJ5UW,1
22983,RTERHXTM,0
22984,WPL2V8MQ,0
22985,X9N2E8HS,0
22986,HMXWUE5D,0
22987,CDRFXGCC,0
22988,BEAF4NUJ,0
22989,3AGEECDV,0
22990,MYKPJOIY,1
22991,44EN3DJA,0
22992,PCPVYABT,0
22993,9ZV7CMIC,0
22994,JWPYD3RP,1
22995,MDSXUHAU,0
22996,AERKT25N,0
22997,HMHY6MKC,0
22998,GYQGR75L,1
22999,DJ7GETYZ,0
23000,KYDYLGS2,0
23001,IIK2LKV4,0
23002,PJRFJJ5N,0
23003,FYSHXCCR,1
23004,54MLXTNH,0
23005,WCKYXEWL,1
23006,ZIJ9B6GO,0
23007,4F8OQZQ6,0
23008,BNXEBF27,0
23009,S7MFVP3M,0
23010,WY9PSDHS,0
23011,PPCTTIQW,1
23012,BKRELINX,0
23013,DAJD7CQF,1
23014,CUQF6ZOD,1
23015,NAZFPGGZ,1
23016,EITAHAKK,0
23017,KVNYHRJV,0
23018,VCERZH7T,0
23019,BGTVOQF2,0
23020,GGXCWAHB,0
23021,9BBUUMCN,0
23022,EKZDX4ZY,1
23023,BCPRA7C5,0
23024,RVYJMF5P,1
23025,FCX3YAFS,0
23026,R8JQC5QG,0
23027,BKBJHAL6,0
23028,OLWHHYGG,0
23029,TJYZRBUS,0
23030,EYMLZPMV,0
23031,O58GUE7E,0
23032,MHJ34ZQM,0
23033,A9TBQ2BN,0
23034,KGAWBDFJ,1
23035,FWJPTENC,0
23036,86XNC6ES,0
23037,AHKKXP7O,0
23038,T3AT33MN,1
23039,J39TCS4Q,0
23040,UJSUBMGM,0
23041,SBCKNWK2,1
23042,JFDMEAVB,0
23043,TPEZZNTX,1
23044,FPZZZE3M,0
23045,GUWW8S63,0
23046,BR9AJNHX,0
23047,ODIV8LKQ,1
23048,8K8PPRNP,0
23049,HNVQGXWG,0
23050,GRNAZH3W,0
23051,NGQZF7J7,0
23052,VBY5MTH3,0
23053,IXEOEZ3O,1
23054,GV6RDNEK,0
23055,GWEVPMWB,0
23056,J2AUJWAL,0
23057,WF58ABGH,0
23058,UXYP9E4N,0
23059,DQ5XKU4Y,0
23060,QMUZJAOF,0
23061,JFQN9EJR,0
23062,PZC5F59O,1
23063,VGDMZET6,0
23064,Z8O6AWUX,0
23065,YQKC5CAZ,0
23066,NMNTRHMM,1
23067,96TK9ATU,0
23068,HQXH5ZED,0
23069,LVUEQ9O9,1
23070,BMYPPCMU,0
23071,OFBOVMYW,0
23072,8KPHPQCV,0
23073,H2GKE89I,1
23074,4TWKKNSO,0
23075,BEABCTUU,1
23076,XSDSACGP,0
23077,E5P7LV2F,0
23078,D5FK7TIH,0
23079,NGTTYIJU,0
23080,RKAFXBZ5,0
23081,DHTENLCN,0
23082,6ES8DPFX,0
23083,VIBQWVRW,0
23084,PUHJEB7V,0
23085,DXCC5FJR,0
23086,O4PATSGE,0
23087,BKGFPRIS,0
23088,AEAG4QNY,1
23089,K5GBNJJT,0
23090,HAWSYWA9,1
23091,5EZYL9EB,0
23092,XGMNG66O,0
23093,TDADX7ZH,0
23094,4R8PEL8C,0
23095,8JT4RB9D,0
23096,BIXU8DVD,0
23097,M7SO2Q2N,0
23098,Q2YLXFHK,1
23099,HPOEWQ9N,0
23100,J93XC7N2,0
23101,E5TMWEGW,0
23102,EWHYNSTI,0
23103,XMEVAXRP,0
23104,TRKN4Y8B,0
23105,QGWKW9RI,0
23106,7GNMF2NX,0
23107,DWC4P8WZ,1
23108,LJJ7RECS,0
23109,IXJ6ZAEZ,0
23110,ZW6EXAJB,1
23111,PIBZ5866,0
23112,BRARRGIR,0
23113,JJMPWVZS,0
23114,GIGBS7AE,1
23115,IK9BHT3M,1
23116,UI68XCSC,1
23117,ACGJRFSL,0
23118,UJUYVRIF,0
23119,MH7CCR7U,0
23120,RC5D7NCM,1
23121,HEVWOTUY,0
23122,4DHORCM8,0
23123,WLFTXSED,1
23124,MFIXNSYJ,0
23125,APAWVG5P,1
23126,JEWSZHEV,0
23127,9MIPLYJI,0
23128,FAI8EYWS,1
23129,BAKDSN7D,0
23130,NUWIBRRH,1
23131,9EH3HFAU,0
23132,5BZPPK6P,0
23133,ADW7YZYC,0
23134,FE9CATBJ,0
23135,ZKXBNFZK,0
23136,KEIJXQV6,0
23137,EVGZBABZ,0
23138,4SKABITE,0
23139,VHJNYUM4,0
23140,XZ5MRUBX,0
23141,BD7ZB3ME,1
23142,HMJ62EFY,0
23143,7JZK7K6T,0
23144,SIEGPAQU,0
23145,UQYG9EBK,0
23146,RQDXDXGW,0
23147,ANLPXNR8,0
23148,2WXASYUY,0
23149,VAFA7WMR,0
23150,4R9I6VP7,0
23151,KSJ9RSEV,1
23152,FGV4KPWH,0
23153,EJRHMZDK,0
23154,LQXKCIM7,1
23155,AYWPGBKE,0
23156,VUMNG7JS,0
23157,T62OGJUP,1
23158,VKTMWPWJ,0
23159,8ABVWHBW,0
23160,NVTUMM8C,0
23161,EURGHSXZ,0
23162,G2HGETJC,1
23163,5VYKWVYD,0
23164,LPYMQON9,0
23165,AKRGHDEE,1
23166,MSRUSDSX,1
23167,NUV2ZFHD,0
23168,OFXYMJXN,0
23169,DXPQKUZX,0
23170,DWFEQFQQ,1
23171,VPRSFT3E,1
23172,NB7F68QY,0
23173,FRJ6BM2M,0
23174,EDQWRVQS,0
23175,QYFBMKVP,0
23176,VJHMCXL8,0
23177,LPD2AAIJ,0
23178,BKMSSVDG,0
23179,DVHZHACT,0
23180,FYVSRMRA,0
23181,CMPCUZZJ,1
23182,C2GAHYPA,0
23183,6LBYRAZ3,0
23184,H9GNFADV,1
23185,BYM3WEPS,0
23186,PXI5PV5K,1
23187,GREB6BCV,0
23188,7N54YF3X,0
23189,HCTKU76E,0
23190,DDHU7KJU,1
23191,D7KJIQVQ,0
23192,23D8P6RH,0
23193,BFUHDWTE,0
23194,HHHG3XGP,1
23195,GOEXBL8V,0
23196,YLAAE9NX,0
23197,OBQCC3R9,0
23198,PKHN9BW3,1
23199,FCIA2RMX,0
23200,PUBC6FM6,1
23201,K2YFYFZD,0
23202,KF4GRP3K,1
23203,NPYJHTQC,0
23204,SIVBT9MQ,0
23205,JSJTSU8V,0
23206,SKCJPMC4,0
23207,AYD749T6,0
23208,BQCNGJAZ,0
23209,KNKYVZS4,0
23210,OEVZA9VE,0
23211,DJZIP7JN,1
23212,VFQJAOPK,0
23213,BG3WEZZB,0
23214,JK2Y9JJH,0
23215,BSECJJJZ,0
23216,2SLDPAXR,1
23217,2WVKJZB6,0
23218,ELHZRTGQ,0
23219,D9DTZXC8,0
23220,2RIALXRM,0
23221,DHK6BY6X,0
23222,TFVFUQNB,1
23223,CXLREWKF,1
23224,EYNAOFIJ,1
23225,WADQS6XE,1
23226,ET5RGMFO,0
23227,8Z5JX9JY,0
23228,3NAZ7AJR,0
23229,ADBNJRAL,0
23230,TQJJTH3N,0
23231,88AXDWZ6,0
23232,MKEZ4MZW,1
23233,HQHGJHNY,1
23234,HH5CJQEV,0
23235,AHKGB7ZW,1
23236,DVCU8CFP,0
23237,PX2YKKZZ,1
23238,NFCZXKR2,0
23239,WF45HE7I,0
23240,PWVUD5BC,0
23241,BOKNTWD3,1
23242,MBTAA3BB,0
23243,ZQVRPJGL,0
23244,ZXCTHNYR,0
23245,YTZYMTMZ,0
23246,KPZFGNRF,0
23247,2XZCNRAY,0
23248,DQMUI5KJ,0
23249,AD7NE38A,0
23250,DYAUN8QC,1
23251,MRM9ITWJ,0
23252,EWJSZFPH,0
23253,DTVE2EQQ,0
23254,YHO8E4N8,0
23255,57UBVFIF,0
23256,GVNXJNBI,0
23257,QTU6YR3J,0
23258,DLMUOL6V,1
23259,EP7QIUV2,1
23260,KADVGUOV,0
23261,XRCRBTD3,1
23262,DYOJZZTZ,0
23263,5CXU74NV,0
23264,NYUWBEDJ,0
23265,SZN8RYII,0
23266,5JMY5M3H,1
23267,FTHEKQEQ,0
23268,NWTSG2P3,1
23269,BKDP6B9C,0
23270,H55N78DU,0
23271,JX5MKJAD,1
23272,BDYLADFX,0
23273,R4DYQR4H,0
23274,8Z4SJVA5,0
23275,JAG7FVVZ,0
23276,GQDNNU3V,0
23277,KLG8POHR,0
23278,NOIW8EJ9,0
23279,XKEQECM9,0
23280,ET2CKA4V,1
23281,BPCQO877,0
23282,6AFATRUW,1
23283,GAJGRMVX,0
23284,AGZUEA7K,0
23285,3CAOBU52,0
23286,3KNNNLGL,0
23287,EWFSSYXY,1
23288,NTEY5TGN,1
23289,3VYBJSLJ,0
23290,4OFQX7Z7,1
23291,J2D7MSUK,1
23292,GRIXKPSW,1
23293,CDQRTUKG,0
23294,TLQXAPVF,0
23295,TCE6ZNB2,0
23296,KAHD9BTQ,1
23297,F3QYZ7C2,0
23298,6EDGXJPM,1
23299,8BHYWXNV,0
23300,FS2ZYFS3,0
23301,RWFET5SQ,0
23302,JEZZ2VMB,1
23303,MM8RFMYS,1
23304,BKHU6E9M,0
23305,UIBFZGY8,0
23306,QQBH4JKG,0
23307,CXDSJAXU,0
23308,EDOUUJWQ,0
23309,CWZNUANR,0
23310,HWNFNMR3,0
23311,CXQYS2EX,0
23312,CQZB76ZX,0
23313,8ZABYFBJ,0
23314,KQG6DAQN,0
23315,TCJL4K73,0
23316,BJ9OV3HQ,1
23317,DHZNHJVF,0
23318,JPWPTKN8,0
23319,X8Y5PU3M,0
23320,IGJIZFPX,0
23321,FDO22NTA,0
23322,J7GOMCGP,0
23323,FQ64AGMV,0
23324,BJRYLVVZ,0
23325,YFQNDDKZ,0
23326,DZRV2ACT,1
23327,5PZGJ9DN,0
23328,CTB3GHN7,1
23329,CNQ5N398,0
23330,RKRUDXAL,0
23331,XTDJXX7J,0
23332,XGHRSXSK,0
23333,DDBSZXMV,0
23334,XRXBEJLT,0
23335,GURXFNAZ,0
23336,KDVG27PP,0
23337,HQRPAS5E,0
23338,TXN932IM,0
23339,WQQIUPUC,0
23340,2DP3UAZL,0
23341,5ENOJQNJ,1
23342,QCGIZNQZ,1
23343,YWF2MGDR,0
23344,FQWPGWT4,0
23345,EX2QICGB,1
23346,VZFDMVX3,0
23347,4RZFGGNW,0
23348,6GZ44PVR,0
23349,6EOKB7DK,0
23350,7KVDE5NS,0
23351,CVI2H9YY,0
23352,8XPOHMEX,0
23353,4PQHMYFB,0
23354,PYUNEXEU,1
23355,BDE4WNYH,1
23356,4JOM6USH,0
23357,BEPDGWSF,0
23358,LH9CEFKU,0
23359,BJ9JRG88,0
23360,ANR6SB3J,0
23361,89JXUJGQ,0
23362,HZPDF7XG,1
23363,AXNBWKMN,0
23364,GNMDBB8A,0
23365,BL5KA94S,0
23366,VF5MCAUB,0
23367,OQ6VFQO2,0
23368,HYRUYAVE,0
23369,RVS5ATBS,1
23370,S9BBJSJ9,0
23371,V4CVYFXJ,0
23372,59QWDDHQ,0
23373,VGVJSCFH,0
23374,A4BFIVKB,0
23375,KTKEJZVJ,0
23376,GDDY8XNE,1
23377,7WSHT9CK,0
23378,MFWNJ3OR,0
23379,J423EGEI,0
23380,GSMMANZG,1
23381,GVCJVEQG,0
23382,CJEJMD6C,0
23383,OQNO4HHI,1
23384,JR8ABD2W,0
23385,AE6QHG7V,0
23386,GUWBY7UK,0
23387,9TMC68H7,0
23388,PXT9EMEB,0
23389,F95JUE8K,0
23390,TRW7COLT,0
23391,CBTWKCOU,1
23392,WDCZGXVM,1
23393,9STFPR5C,0
23394,B3GPT887,0
23395,BHTP8JUR,1
23396,A9ERRJJF,0
23397,VUSBWENF,1
23398,ZOHGTHML,0
23399,DB6K8IE3,0
23400,KZGSWYJ9,0
23401,WEAFJOMW,0
23402,EMS4JWZN,0
23403,8WGXTQYS,0
23404,6SIZCVWP,1
23405,HPWR2WTE,1
23406,WKKQUDBA,0
23407,GCCQVE5S,0
23408,QXH9KD3O,0
23409,AEMDQYNK,0
23410,37RUHTQE,0
23411,LZNF2XKK,0
23412,58W5ZFEF,0
23413,JCEZQ6D4,0
23414,KB8TV2MP,0
23415,2QZZD4MX,0
23416,8EEBWWN6,0
23417,FPYTP23J,1
23418,TVQNY3EF,0
23419,6TGBXSJB,0
23420,MTIJHOFC,0
23421,DGPXHBTM,0
23422,RPJAWUFA,0
23423,ESPJNRWE,0
23424,SIVRAS3E,0
23425,KCKGZYJH,1
23426,EETAVDGX,0
23427,6F8SJCQ5,0
23428,GNB6SBWU,0
23429,BAM4D9HY,0
23430,LWLRKKWS,0
23431,ATWMJOYV,0
23432,AZUEBSBM,0
23433,85WEF8VY,0
23434,3TMMQYHR,0
